,autoridadSancionadora,sancion,causa,dependencia,genero,puesto,multa,ingreso,value
2880,OIC,INDEMNIZACIÓN RESARCITORIA,DESVÍO DE RECURSOS PÚBLICOS,Educación e Investigación,Hombre,Administrador,17004.0,270230.0,1
2881,OIC,INDEMNIZACIÓN RESARCITORIA,DESVÍO DE RECURSOS PÚBLICOS,Educación e Investigación,Hombre,Administrador,17004.0,270230.0,1
2882,OIC,INDEMNIZACIÓN RESARCITORIA,DESVÍO DE RECURSOS PÚBLICOS,Educación e Investigación,Hombre,Administrador,17004.0,1091652.0,1
2883,OIC,INDEMNIZACIÓN RESARCITORIA,DESVÍO DE RECURSOS PÚBLICOS,Educación e Investigación,Hombre,Administrador,17004.0,1039944.0,1
2884,OIC,INDEMNIZACIÓN RESARCITORIA,DESVÍO DE RECURSOS PÚBLICOS,Educación e Investigación,Hombre,Administrador,17004.0,1068456.0,1
2885,OIC,INDEMNIZACIÓN RESARCITORIA,DESVÍO DE RECURSOS PÚBLICOS,Educación e Investigación,Hombre,Administrador,17004.0,1075152.0,1
2886,OIC,INDEMNIZACIÓN RESARCITORIA,DESVÍO DE RECURSOS PÚBLICOS,Educación e Investigación,Hombre,Administrador,17004.0,1065672.0,1
2887,OIC,INDEMNIZACIÓN RESARCITORIA,DESVÍO DE RECURSOS PÚBLICOS,Educación e Investigación,Hombre,Administrador,17004.0,1065672.0,1
2888,OIC,SANCIÓN ECONÓMICA,CONTRATACIÓN INDEBIDA,Educación e Investigación,Mujer,Secretario/a de Estado A,13098.0,1065672.0,1
2889,OIC,SANCIÓN ECONÓMICA,CONTRATACIÓN INDEBIDA,Educación e Investigación,Mujer,Secretario/a de Estado A,13098.0,1415900.0,1
2890,OIC,SANCIÓN ECONÓMICA,CONTRATACIÓN INDEBIDA,Educación e Investigación,Mujer,Secretario/a de Estado A,13098.0,4557660.0,1
2891,OIC,SANCIÓN ECONÓMICA,CONTRATACIÓN INDEBIDA,Educación e Investigación,Mujer,Secretario/a de Estado A,13098.0,4405920.0,1
2892,OIC,SANCIÓN ECONÓMICA,CONTRATACIÓN INDEBIDA,Educación e Investigación,Mujer,Secretario/a de Estado A,13098.0,4513308.0,1
2893,OIC,SANCIÓN ECONÓMICA,CONTRATACIÓN INDEBIDA,Educación e Investigación,Mujer,Secretario/a de Estado A,13098.0,3826740.0,1
2894,OIC,SANCIÓN ECONÓMICA,CONTRATACIÓN INDEBIDA,Educación e Investigación,Mujer,Secretario/a de Estado A,13098.0,4406016.0,1
2895,OIC,SANCIÓN ECONÓMICA,CONTRATACIÓN INDEBIDA,Educación e Investigación,Mujer,Secretario/a de Estado A,13098.0,4406016.0,1
2896,Tribunal,SUSPENSION,ENRIQUECIMIENTO OCULTO,Salud,Hombre,Subadministrador,13098.0,259060.0,1
2897,Tribunal,SUSPENSION,ENRIQUECIMIENTO OCULTO,Salud,Hombre,Subadministrador,13098.0,259060.0,1
2898,Tribunal,SUSPENSION,ENRIQUECIMIENTO OCULTO,Salud,Hombre,Subadministrador,13098.0,1155084.0,1
2899,Tribunal,SUSPENSION,ENRIQUECIMIENTO OCULTO,Salud,Hombre,Subadministrador,13098.0,1196436.0,1
2900,Tribunal,SUSPENSION,ENRIQUECIMIENTO OCULTO,Salud,Hombre,Subadministrador,13098.0,1161444.0,1
2901,Tribunal,SUSPENSION,ENRIQUECIMIENTO OCULTO,Salud,Hombre,Subadministrador,13098.0,1199856.0,1
2902,Tribunal,SUSPENSION,ENRIQUECIMIENTO OCULTO,Salud,Hombre,Subadministrador,13098.0,1243248.0,1
2903,Tribunal,SUSPENSION,ENRIQUECIMIENTO OCULTO,Salud,Hombre,Subadministrador,13098.0,1243248.0,1
2904,Organo de Control Interno,SANCIÓN ECONÓMICA,PECULADO,Economía y Desarrollo,Mujer,Subadministrador,13945.0,1243248.0,1
2905,Organo de Control Interno,SANCIÓN ECONÓMICA,PECULADO,Economía y Desarrollo,Mujer,Subadministrador,13945.0,226570.0,1
2906,Organo de Control Interno,SANCIÓN ECONÓMICA,PECULADO,Economía y Desarrollo,Mujer,Subadministrador,13945.0,1132992.0,1
2907,Organo de Control Interno,SANCIÓN ECONÓMICA,PECULADO,Economía y Desarrollo,Mujer,Subadministrador,13945.0,1064604.0,1
2908,Organo de Control Interno,SANCIÓN ECONÓMICA,PECULADO,Economía y Desarrollo,Mujer,Subadministrador,13945.0,1013076.0,1
2909,Organo de Control Interno,SANCIÓN ECONÓMICA,PECULADO,Economía y Desarrollo,Mujer,Subadministrador,13945.0,988380.0,1
2910,Organo de Control Interno,SANCIÓN ECONÓMICA,PECULADO,Economía y Desarrollo,Mujer,Subadministrador,13945.0,1010892.0,1
2911,Organo de Control Interno,SANCIÓN ECONÓMICA,PECULADO,Economía y Desarrollo,Mujer,Subadministrador,13945.0,1010892.0,1
2912,Tribunal,INDEMNIZACIÓN RESARCITORIA,CONTRATACIÓN INDEBIDA,Educación e Investigación,Hombre,Director General Paraestatal A,21501.0,1010892.0,1
2913,Tribunal,INDEMNIZACIÓN RESARCITORIA,CONTRATACIÓN INDEBIDA,Educación e Investigación,Hombre,Director General Paraestatal A,21501.0,3628368.0,1
2914,Tribunal,INDEMNIZACIÓN RESARCITORIA,CONTRATACIÓN INDEBIDA,Educación e Investigación,Hombre,Director General Paraestatal A,21501.0,5282940.0,1
2915,Tribunal,INDEMNIZACIÓN RESARCITORIA,CONTRATACIÓN INDEBIDA,Educación e Investigación,Hombre,Director General Paraestatal A,21501.0,1869540.0,1
2916,Tribunal,INDEMNIZACIÓN RESARCITORIA,CONTRATACIÓN INDEBIDA,Educación e Investigación,Hombre,Director General Paraestatal A,21501.0,4348332.0,1
2917,Tribunal,INDEMNIZACIÓN RESARCITORIA,CONTRATACIÓN INDEBIDA,Educación e Investigación,Hombre,Director General Paraestatal A,21501.0,4211712.0,1
2918,Tribunal,INDEMNIZACIÓN RESARCITORIA,CONTRATACIÓN INDEBIDA,Educación e Investigación,Hombre,Director General Paraestatal A,21501.0,4720680.0,1
2919,Tribunal,INDEMNIZACIÓN RESARCITORIA,CONTRATACIÓN INDEBIDA,Educación e Investigación,Hombre,Director General Paraestatal A,21501.0,4720680.0,1
2920,Tribunal,ACTA ADMINISTRATIVA,CONTRATACIÓN INDEBIDA,Educación e Investigación,Mujer,Administrador,21501.0,4720680.0,1
2921,Tribunal,ACTA ADMINISTRATIVA,CONTRATACIÓN INDEBIDA,Educación e Investigación,Mujer,Administrador,21501.0,1443060.0,1
2922,Tribunal,ACTA ADMINISTRATIVA,CONTRATACIÓN INDEBIDA,Educación e Investigación,Mujer,Administrador,21501.0,316755.0,1
2923,Tribunal,ACTA ADMINISTRATIVA,CONTRATACIÓN INDEBIDA,Educación e Investigación,Mujer,Administrador,21501.0,1619616.0,1
2924,Tribunal,ACTA ADMINISTRATIVA,CONTRATACIÓN INDEBIDA,Educación e Investigación,Mujer,Administrador,21501.0,1512588.0,1
2925,Tribunal,ACTA ADMINISTRATIVA,CONTRATACIÓN INDEBIDA,Educación e Investigación,Mujer,Administrador,21501.0,1490028.0,1
2926,Tribunal,ACTA ADMINISTRATIVA,CONTRATACIÓN INDEBIDA,Educación e Investigación,Mujer,Administrador,21501.0,1588428.0,1
2927,Tribunal,ACTA ADMINISTRATIVA,CONTRATACIÓN INDEBIDA,Educación e Investigación,Mujer,Administrador,21501.0,1588428.0,1
2928,OIC,SUSPENSION,ENRIQUECIMIENTO OCULTO,Seguridad Nacional,Mujer,Subdirector de Area,21501.0,1588428.0,1
2929,OIC,SUSPENSION,ENRIQUECIMIENTO OCULTO,Seguridad Nacional,Mujer,Subdirector de Area,21501.0,160000.0,1
2930,OIC,SUSPENSION,ENRIQUECIMIENTO OCULTO,Seguridad Nacional,Mujer,Subdirector de Area,21501.0,768000.0,1
2931,OIC,SUSPENSION,ENRIQUECIMIENTO OCULTO,Seguridad Nacional,Mujer,Subdirector de Area,21501.0,768000.0,1
2932,OIC,SUSPENSION,ENRIQUECIMIENTO OCULTO,Seguridad Nacional,Mujer,Subdirector de Area,21501.0,768000.0,1
2933,OIC,SUSPENSION,ENRIQUECIMIENTO OCULTO,Seguridad Nacional,Mujer,Subdirector de Area,21501.0,768000.0,1
2934,OIC,SUSPENSION,ENRIQUECIMIENTO OCULTO,Seguridad Nacional,Mujer,Subdirector de Area,21501.0,768000.0,1
2935,OIC,SUSPENSION,ENRIQUECIMIENTO OCULTO,Seguridad Nacional,Mujer,Subdirector de Area,21501.0,768000.0,1
2936,Contraloría Interna,INHABILITADO,TRÁFICO DE INFLUENCIAS,Salud,Mujer,Jefe de Departamento,21501.0,768000.0,1
2937,Contraloría Interna,INHABILITADO,TRÁFICO DE INFLUENCIAS,Salud,Mujer,Jefe de Departamento,21501.0,126855.0,1
2938,Contraloría Interna,INHABILITADO,TRÁFICO DE INFLUENCIAS,Salud,Mujer,Jefe de Departamento,21501.0,608904.0,1
2939,Contraloría Interna,INHABILITADO,TRÁFICO DE INFLUENCIAS,Salud,Mujer,Jefe de Departamento,21501.0,608904.0,1
2940,Contraloría Interna,INHABILITADO,TRÁFICO DE INFLUENCIAS,Salud,Mujer,Jefe de Departamento,21501.0,608904.0,1
2941,Contraloría Interna,INHABILITADO,TRÁFICO DE INFLUENCIAS,Salud,Mujer,Jefe de Departamento,21501.0,608904.0,1
2942,Contraloría Interna,INHABILITADO,TRÁFICO DE INFLUENCIAS,Salud,Mujer,Jefe de Departamento,21501.0,608904.0,1
2943,Contraloría Interna,INHABILITADO,TRÁFICO DE INFLUENCIAS,Salud,Mujer,Jefe de Departamento,21501.0,608904.0,1
2944,Tribunal,SANCIÓN ECONÓMICA,COHECHO,Comunicación y Transporte,Mujer,Director General Paraestatal B,27268.0,608904.0,1
2945,Tribunal,SANCIÓN ECONÓMICA,COHECHO,Comunicación y Transporte,Mujer,Director General Paraestatal B,27268.0,1270160.0,1
2946,Tribunal,SANCIÓN ECONÓMICA,COHECHO,Comunicación y Transporte,Mujer,Director General Paraestatal B,27268.0,4309692.0,1
2947,Tribunal,SANCIÓN ECONÓMICA,COHECHO,Comunicación y Transporte,Mujer,Director General Paraestatal B,27268.0,4872528.0,1
2948,Tribunal,SANCIÓN ECONÓMICA,COHECHO,Comunicación y Transporte,Mujer,Director General Paraestatal B,27268.0,3951864.0,1
2949,Tribunal,SANCIÓN ECONÓMICA,COHECHO,Comunicación y Transporte,Mujer,Director General Paraestatal B,27268.0,4588500.0,1
2950,Tribunal,SANCIÓN ECONÓMICA,COHECHO,Comunicación y Transporte,Mujer,Director General Paraestatal B,27268.0,5079924.0,1
2951,Tribunal,SANCIÓN ECONÓMICA,COHECHO,Comunicación y Transporte,Mujer,Director General Paraestatal B,27268.0,5079924.0,1
2952,Organo de Control Interno,SUSPENSION,ABUSO DE FUNCIONES,Comunicación y Transporte,Hombre,Director General Paraestatal B,27268.0,5079924.0,1
2953,Organo de Control Interno,SUSPENSION,ABUSO DE FUNCIONES,Comunicación y Transporte,Hombre,Director General Paraestatal B,27268.0,1532520.0,1
2954,Organo de Control Interno,SUSPENSION,ABUSO DE FUNCIONES,Comunicación y Transporte,Hombre,Director General Paraestatal B,27268.0,4656528.0,1
2955,Organo de Control Interno,SUSPENSION,ABUSO DE FUNCIONES,Comunicación y Transporte,Hombre,Director General Paraestatal B,27268.0,4819884.0,1
2956,Organo de Control Interno,SUSPENSION,ABUSO DE FUNCIONES,Comunicación y Transporte,Hombre,Director General Paraestatal B,27268.0,4430388.0,1
2957,Organo de Control Interno,SUSPENSION,ABUSO DE FUNCIONES,Comunicación y Transporte,Hombre,Director General Paraestatal B,27268.0,4193628.0,1
2958,Organo de Control Interno,SUSPENSION,ABUSO DE FUNCIONES,Comunicación y Transporte,Hombre,Director General Paraestatal B,27268.0,4383288.0,1
2959,Organo de Control Interno,SUSPENSION,ABUSO DE FUNCIONES,Comunicación y Transporte,Hombre,Director General Paraestatal B,27268.0,4383288.0,1
2960,OIC,DESTITUCION,PECULADO,Salud,Mujer,Analista,27268.0,4383288.0,1
2961,OIC,DESTITUCION,PECULADO,Salud,Mujer,Analista,27268.0,105560.0,1
2962,OIC,DESTITUCION,PECULADO,Salud,Mujer,Analista,27268.0,506688.0,1
2963,OIC,DESTITUCION,PECULADO,Salud,Mujer,Analista,27268.0,506688.0,1
2964,OIC,DESTITUCION,PECULADO,Salud,Mujer,Analista,27268.0,506688.0,1
2965,OIC,DESTITUCION,PECULADO,Salud,Mujer,Analista,27268.0,506688.0,1
2966,OIC,DESTITUCION,PECULADO,Salud,Mujer,Analista,27268.0,506688.0,1
2967,OIC,DESTITUCION,PECULADO,Salud,Mujer,Analista,27268.0,506688.0,1
2968,Contraloría Interna,ACTA ADMINISTRATIVA,ENRIQUECIMIENTO OCULTO,Salud,Mujer,Administrador,27268.0,506688.0,1
2969,Contraloría Interna,ACTA ADMINISTRATIVA,ENRIQUECIMIENTO OCULTO,Salud,Mujer,Administrador,27268.0,1569180.0,1
2970,Contraloría Interna,ACTA ADMINISTRATIVA,ENRIQUECIMIENTO OCULTO,Salud,Mujer,Administrador,27268.0,1449108.0,1
2971,Contraloría Interna,ACTA ADMINISTRATIVA,ENRIQUECIMIENTO OCULTO,Salud,Mujer,Administrador,27268.0,306585.0,1
2972,Contraloría Interna,ACTA ADMINISTRATIVA,ENRIQUECIMIENTO OCULTO,Salud,Mujer,Administrador,27268.0,1530540.0,1
2973,Contraloría Interna,ACTA ADMINISTRATIVA,ENRIQUECIMIENTO OCULTO,Salud,Mujer,Administrador,27268.0,1558440.0,1
2974,Contraloría Interna,ACTA ADMINISTRATIVA,ENRIQUECIMIENTO OCULTO,Salud,Mujer,Administrador,27268.0,1489500.0,1
2975,Contraloría Interna,ACTA ADMINISTRATIVA,ENRIQUECIMIENTO OCULTO,Salud,Mujer,Administrador,27268.0,1489500.0,1
2976,Organo de Control Interno,ACTA ADMINISTRATIVA,ABUSO DE FUNCIONES,Agricultura,Hombre,Subdirector de Area,27268.0,1489500.0,1
2977,Organo de Control Interno,ACTA ADMINISTRATIVA,ABUSO DE FUNCIONES,Agricultura,Hombre,Subdirector de Area,27268.0,506688.0,1
2978,Organo de Control Interno,ACTA ADMINISTRATIVA,ABUSO DE FUNCIONES,Agricultura,Hombre,Subdirector de Area,27268.0,105560.0,1
2979,Organo de Control Interno,ACTA ADMINISTRATIVA,ABUSO DE FUNCIONES,Agricultura,Hombre,Subdirector de Area,27268.0,506688.0,1
2980,Organo de Control Interno,ACTA ADMINISTRATIVA,ABUSO DE FUNCIONES,Agricultura,Hombre,Subdirector de Area,27268.0,506688.0,1
2981,Organo de Control Interno,ACTA ADMINISTRATIVA,ABUSO DE FUNCIONES,Agricultura,Hombre,Subdirector de Area,27268.0,506688.0,1
2982,Organo de Control Interno,ACTA ADMINISTRATIVA,ABUSO DE FUNCIONES,Agricultura,Hombre,Subdirector de Area,27268.0,506688.0,1
2983,Organo de Control Interno,ACTA ADMINISTRATIVA,ABUSO DE FUNCIONES,Agricultura,Hombre,Subdirector de Area,27268.0,506688.0,1
2984,Tribunal,ACTA ADMINISTRATIVA,CONFLICTO DE INTERÉS,Seguridad Nacional,Hombre,Jefe de Departamento,27268.0,125000.0,1
2985,Tribunal,ACTA ADMINISTRATIVA,CONFLICTO DE INTERÉS,Seguridad Nacional,Hombre,Jefe de Departamento,27268.0,125000.0,1
2986,Tribunal,ACTA ADMINISTRATIVA,CONFLICTO DE INTERÉS,Seguridad Nacional,Hombre,Jefe de Departamento,27268.0,600000.0,1
2987,Tribunal,ACTA ADMINISTRATIVA,CONFLICTO DE INTERÉS,Seguridad Nacional,Hombre,Jefe de Departamento,27268.0,600000.0,1
2988,Tribunal,ACTA ADMINISTRATIVA,CONFLICTO DE INTERÉS,Seguridad Nacional,Hombre,Jefe de Departamento,27268.0,600000.0,1
2989,Tribunal,ACTA ADMINISTRATIVA,CONFLICTO DE INTERÉS,Seguridad Nacional,Hombre,Jefe de Departamento,27268.0,600000.0,1
2990,Tribunal,ACTA ADMINISTRATIVA,CONFLICTO DE INTERÉS,Seguridad Nacional,Hombre,Jefe de Departamento,27268.0,600000.0,1
2991,Tribunal,ACTA ADMINISTRATIVA,CONFLICTO DE INTERÉS,Seguridad Nacional,Hombre,Jefe de Departamento,27268.0,600000.0,1
2992,Organo de Control Interno,MULTADO,CONTRATACIÓN INDEBIDA,Educación e Investigación,Mujer,Subadministrador,12847.0,600000.0,1
2993,Organo de Control Interno,MULTADO,CONTRATACIÓN INDEBIDA,Educación e Investigación,Mujer,Subadministrador,12847.0,240580.0,1
2994,Organo de Control Interno,MULTADO,CONTRATACIÓN INDEBIDA,Educación e Investigación,Mujer,Subadministrador,12847.0,1239108.0,1
2995,Organo de Control Interno,MULTADO,CONTRATACIÓN INDEBIDA,Educación e Investigación,Mujer,Subadministrador,12847.0,1143384.0,1
2996,Organo de Control Interno,MULTADO,CONTRATACIÓN INDEBIDA,Educación e Investigación,Mujer,Subadministrador,12847.0,1120896.0,1
2997,Organo de Control Interno,MULTADO,CONTRATACIÓN INDEBIDA,Educación e Investigación,Mujer,Subadministrador,12847.0,1113132.0,1
2998,Organo de Control Interno,MULTADO,CONTRATACIÓN INDEBIDA,Educación e Investigación,Mujer,Subadministrador,12847.0,1136448.0,1
2999,Organo de Control Interno,MULTADO,CONTRATACIÓN INDEBIDA,Educación e Investigación,Mujer,Subadministrador,12847.0,1136448.0,1
3000,Contraloría Interna,INHABILITADO,COHECHO,Energía,Mujer,Subdirector de Area,12847.0,105560.0,1
3001,Contraloría Interna,INHABILITADO,COHECHO,Energía,Mujer,Subdirector de Area,12847.0,105560.0,1
3002,Contraloría Interna,INHABILITADO,COHECHO,Energía,Mujer,Subdirector de Area,12847.0,506688.0,1
3003,Contraloría Interna,INHABILITADO,COHECHO,Energía,Mujer,Subdirector de Area,12847.0,506688.0,1
3004,Contraloría Interna,INHABILITADO,COHECHO,Energía,Mujer,Subdirector de Area,12847.0,506688.0,1
3005,Contraloría Interna,INHABILITADO,COHECHO,Energía,Mujer,Subdirector de Area,12847.0,506688.0,1
3006,Contraloría Interna,INHABILITADO,COHECHO,Energía,Mujer,Subdirector de Area,12847.0,506688.0,1
3007,Contraloría Interna,INHABILITADO,COHECHO,Energía,Mujer,Subdirector de Area,12847.0,506688.0,1
3008,OIC,SANCIÓN ECONÓMICA,CONTRATACIÓN INDEBIDA,Salud,Hombre,Subdirector de Area,7534.0,506688.0,1
3009,OIC,SANCIÓN ECONÓMICA,CONTRATACIÓN INDEBIDA,Salud,Hombre,Subdirector de Area,7534.0,227430.0,1
3010,OIC,SANCIÓN ECONÓMICA,CONTRATACIÓN INDEBIDA,Salud,Hombre,Subdirector de Area,7534.0,1043916.0,1
3011,OIC,SANCIÓN ECONÓMICA,CONTRATACIÓN INDEBIDA,Salud,Hombre,Subdirector de Area,7534.0,1070112.0,1
3012,OIC,SANCIÓN ECONÓMICA,CONTRATACIÓN INDEBIDA,Salud,Hombre,Subdirector de Area,7534.0,971964.0,1
3013,OIC,SANCIÓN ECONÓMICA,CONTRATACIÓN INDEBIDA,Salud,Hombre,Subdirector de Area,7534.0,1029912.0,1
3014,OIC,SANCIÓN ECONÓMICA,CONTRATACIÓN INDEBIDA,Salud,Hombre,Subdirector de Area,7534.0,1012116.0,1
3015,OIC,SANCIÓN ECONÓMICA,CONTRATACIÓN INDEBIDA,Salud,Hombre,Subdirector de Area,7534.0,1012116.0,1
3016,Contraloría Interna,INDEMNIZACIÓN RESARCITORIA,NEPOTISMO,Salud,Hombre,Gobernador/a del Estado,8313.0,1012116.0,1
3017,Contraloría Interna,INDEMNIZACIÓN RESARCITORIA,NEPOTISMO,Salud,Hombre,Gobernador/a del Estado,8313.0,1511305.0,1
3018,Contraloría Interna,INDEMNIZACIÓN RESARCITORIA,NEPOTISMO,Salud,Hombre,Gobernador/a del Estado,8313.0,6155976.0,1
3019,Contraloría Interna,INDEMNIZACIÓN RESARCITORIA,NEPOTISMO,Salud,Hombre,Gobernador/a del Estado,8313.0,5932104.0,1
3020,Contraloría Interna,INDEMNIZACIÓN RESARCITORIA,NEPOTISMO,Salud,Hombre,Gobernador/a del Estado,8313.0,6013848.0,1
3021,Contraloría Interna,INDEMNIZACIÓN RESARCITORIA,NEPOTISMO,Salud,Hombre,Gobernador/a del Estado,8313.0,5056416.0,1
3022,Contraloría Interna,INDEMNIZACIÓN RESARCITORIA,NEPOTISMO,Salud,Hombre,Gobernador/a del Estado,8313.0,5290920.0,1
3023,Contraloría Interna,INDEMNIZACIÓN RESARCITORIA,NEPOTISMO,Salud,Hombre,Gobernador/a del Estado,8313.0,5290920.0,1
3024,Organo de Control Interno,ACTA ADMINISTRATIVA,COHECHO,Servicios,Mujer,Jefe de Departamento,8313.0,506688.0,1
3025,Organo de Control Interno,ACTA ADMINISTRATIVA,COHECHO,Servicios,Mujer,Jefe de Departamento,8313.0,506688.0,1
3026,Organo de Control Interno,ACTA ADMINISTRATIVA,COHECHO,Servicios,Mujer,Jefe de Departamento,8313.0,105560.0,1
3027,Organo de Control Interno,ACTA ADMINISTRATIVA,COHECHO,Servicios,Mujer,Jefe de Departamento,8313.0,506688.0,1
3028,Organo de Control Interno,ACTA ADMINISTRATIVA,COHECHO,Servicios,Mujer,Jefe de Departamento,8313.0,506688.0,1
3029,Organo de Control Interno,ACTA ADMINISTRATIVA,COHECHO,Servicios,Mujer,Jefe de Departamento,8313.0,506688.0,1
3030,Organo de Control Interno,ACTA ADMINISTRATIVA,COHECHO,Servicios,Mujer,Jefe de Departamento,8313.0,506688.0,1
3031,Organo de Control Interno,ACTA ADMINISTRATIVA,COHECHO,Servicios,Mujer,Jefe de Departamento,8313.0,506688.0,1
3032,Organo de Control Interno,SANCIÓN ECONÓMICA,CONFLICTO DE INTERÉS,Banca y Finanzas,Mujer,Director General Paraestatal B,21464.0,506688.0,1
3033,Organo de Control Interno,SANCIÓN ECONÓMICA,CONFLICTO DE INTERÉS,Banca y Finanzas,Mujer,Director General Paraestatal B,21464.0,1188865.0,1
3034,Organo de Control Interno,SANCIÓN ECONÓMICA,CONFLICTO DE INTERÉS,Banca y Finanzas,Mujer,Director General Paraestatal B,21464.0,4421772.0,1
3035,Organo de Control Interno,SANCIÓN ECONÓMICA,CONFLICTO DE INTERÉS,Banca y Finanzas,Mujer,Director General Paraestatal B,21464.0,4293456.0,1
3036,Organo de Control Interno,SANCIÓN ECONÓMICA,CONFLICTO DE INTERÉS,Banca y Finanzas,Mujer,Director General Paraestatal B,21464.0,4421772.0,1
3037,Organo de Control Interno,SANCIÓN ECONÓMICA,CONFLICTO DE INTERÉS,Banca y Finanzas,Mujer,Director General Paraestatal B,21464.0,4857492.0,1
3038,Organo de Control Interno,SANCIÓN ECONÓMICA,CONFLICTO DE INTERÉS,Banca y Finanzas,Mujer,Director General Paraestatal B,21464.0,4272012.0,1
3039,Organo de Control Interno,SANCIÓN ECONÓMICA,CONFLICTO DE INTERÉS,Banca y Finanzas,Mujer,Director General Paraestatal B,21464.0,4272012.0,1
3040,Contraloría Interna,INHABILITADO,NEPOTISMO,Banca y Finanzas,Hombre,Jefe de Departamento,21464.0,4272012.0,1
3041,Contraloría Interna,INHABILITADO,NEPOTISMO,Banca y Finanzas,Hombre,Jefe de Departamento,21464.0,608904.0,1
3042,Contraloría Interna,INHABILITADO,NEPOTISMO,Banca y Finanzas,Hombre,Jefe de Departamento,21464.0,126855.0,1
3043,Contraloría Interna,INHABILITADO,NEPOTISMO,Banca y Finanzas,Hombre,Jefe de Departamento,21464.0,608904.0,1
3044,Contraloría Interna,INHABILITADO,NEPOTISMO,Banca y Finanzas,Hombre,Jefe de Departamento,21464.0,608904.0,1
3045,Contraloría Interna,INHABILITADO,NEPOTISMO,Banca y Finanzas,Hombre,Jefe de Departamento,21464.0,608904.0,1
3046,Contraloría Interna,INHABILITADO,NEPOTISMO,Banca y Finanzas,Hombre,Jefe de Departamento,21464.0,608904.0,1
3047,Contraloría Interna,INHABILITADO,NEPOTISMO,Banca y Finanzas,Hombre,Jefe de Departamento,21464.0,608904.0,1
3048,Tribunal,MULTADO,COHECHO,Salud,Mujer,Gobernador/a del Estado,27661.0,608904.0,1
3049,Tribunal,MULTADO,COHECHO,Salud,Mujer,Gobernador/a del Estado,27661.0,1222065.0,1
3050,Tribunal,MULTADO,COHECHO,Salud,Mujer,Gobernador/a del Estado,27661.0,4329000.0,1
3051,Tribunal,MULTADO,COHECHO,Salud,Mujer,Gobernador/a del Estado,27661.0,4234476.0,1
3052,Tribunal,MULTADO,COHECHO,Salud,Mujer,Gobernador/a del Estado,27661.0,4457760.0,1
3053,Tribunal,MULTADO,COHECHO,Salud,Mujer,Gobernador/a del Estado,27661.0,4492104.0,1
3054,Tribunal,MULTADO,COHECHO,Salud,Mujer,Gobernador/a del Estado,27661.0,4356132.0,1
3055,Tribunal,MULTADO,COHECHO,Salud,Mujer,Gobernador/a del Estado,27661.0,4356132.0,1
3056,Tribunal,MULTADO,CONFLICTO DE INTERÉS,Arte y Cultura,Mujer,Subdirector de Area,19859.0,4356132.0,1
3057,Tribunal,MULTADO,CONFLICTO DE INTERÉS,Arte y Cultura,Mujer,Subdirector de Area,19859.0,126855.0,1
3058,Tribunal,MULTADO,CONFLICTO DE INTERÉS,Arte y Cultura,Mujer,Subdirector de Area,19859.0,608904.0,1
3059,Tribunal,MULTADO,CONFLICTO DE INTERÉS,Arte y Cultura,Mujer,Subdirector de Area,19859.0,608904.0,1
3060,Tribunal,MULTADO,CONFLICTO DE INTERÉS,Arte y Cultura,Mujer,Subdirector de Area,19859.0,608904.0,1
3061,Tribunal,MULTADO,CONFLICTO DE INTERÉS,Arte y Cultura,Mujer,Subdirector de Area,19859.0,608904.0,1
3062,Tribunal,MULTADO,CONFLICTO DE INTERÉS,Arte y Cultura,Mujer,Subdirector de Area,19859.0,608904.0,1
3063,Tribunal,MULTADO,CONFLICTO DE INTERÉS,Arte y Cultura,Mujer,Subdirector de Area,19859.0,608904.0,1
3064,Organo de Control Interno,MULTADO,DESVÍO DE RECURSOS PÚBLICOS,Comunicación y Transporte,Mujer,Director General Paraestatal C,5320.0,608904.0,1
3065,Organo de Control Interno,MULTADO,DESVÍO DE RECURSOS PÚBLICOS,Comunicación y Transporte,Mujer,Director General Paraestatal C,5320.0,1203005.0,1
3066,Organo de Control Interno,MULTADO,DESVÍO DE RECURSOS PÚBLICOS,Comunicación y Transporte,Mujer,Director General Paraestatal C,5320.0,4414032.0,1
3067,Organo de Control Interno,MULTADO,DESVÍO DE RECURSOS PÚBLICOS,Comunicación y Transporte,Mujer,Director General Paraestatal C,5320.0,4084200.0,1
3068,Organo de Control Interno,MULTADO,DESVÍO DE RECURSOS PÚBLICOS,Comunicación y Transporte,Mujer,Director General Paraestatal C,5320.0,4474212.0,1
3069,Organo de Control Interno,MULTADO,DESVÍO DE RECURSOS PÚBLICOS,Comunicación y Transporte,Mujer,Director General Paraestatal C,5320.0,4885428.0,1
3070,Organo de Control Interno,MULTADO,DESVÍO DE RECURSOS PÚBLICOS,Comunicación y Transporte,Mujer,Director General Paraestatal C,5320.0,4659048.0,1
3071,Organo de Control Interno,MULTADO,DESVÍO DE RECURSOS PÚBLICOS,Comunicación y Transporte,Mujer,Director General Paraestatal C,5320.0,4659048.0,1
3072,OIC,SANCIÓN ECONÓMICA,ABUSO DE FUNCIONES,Industria,Hombre,Subadministrador,18884.0,4659048.0,1
3073,OIC,SANCIÓN ECONÓMICA,ABUSO DE FUNCIONES,Industria,Hombre,Subadministrador,18884.0,273180.0,1
3074,OIC,SANCIÓN ECONÓMICA,ABUSO DE FUNCIONES,Industria,Hombre,Subadministrador,18884.0,1133628.0,1
